Date           ,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
21-07-2024,1.56.00 PM,CNR4676896526,Canceled by Driver,CID494856,Auto,Varthur,Marathahalli,NA,NA,NA,Customer related issue,NA,NA,376,NA,0,0,0
14-07-2024,8.29.00 PM,CNR1615053684,Success,CID180831,Mini,KR Puram,Ulsoor,252,140,NA,NA,No,NA,346,Cash,13,3.7,4.1
02-07-2024,4.06.00 PM,CNR7734380067,Canceled by Driver,CID853726,Prime SUV,Koramangala,JP Nagar,NA,NA,NA,More than permitted people in there,NA,NA,260,NA,0,0,0
19-07-2024,8.42.00 PM,CNR4851775364,Success,CID438573,Bike,Jayanagar,Chickpet,91,50,NA,NA,No,NA,213,Cash,14,4,3.8
17-07-2024,3.07.00 PM,CNR7896256729,Success,CID279281,Mini,Banashankari,Kengeri,210,145,NA,NA,No,NA,286,Cash,13,4.2,3.8
02-07-2024,7.25.00 PM,CNR7042244136,Success,CID998521,Prime Plus,Marathahalli,Sahakar Nagar,126,30,NA,NA,No,NA,156,Cash,25,3.7,3.4
06-07-2024,7.59.00 AM,CNR7908519469,Success,CID357963,eBike,Nagarbhavi,KR Puram,301,75,NA,NA,No,NA,757,Credit Card,30,3.2,4.7
11-07-2024,4.46.00 AM,CNR1121889731,Success,CID208336,Prime Sedan,Devanahalli,Mysore Road,301,60,NA,NA,No,NA,390,Cash,42,4.8,4
18-07-2024,3.01.00 PM,CNR3193710797,Success,CID467902,Prime Sedan,Padmanabhanagar,Richmond Town,161,120,NA,NA,Yes,Other Issue,976,UPI,27,4.3,4.3
08-07-2024,3.32.00 AM,CNR9772059065,Success,CID811485,Bike,Shantinagar,Rajajinagar,210,35,NA,NA,No,NA,683,Cash,14,4.7,3.4
29-07-2024,9.12.00 PM,CNR6820098709,Canceled by Driver,CID678710,eBike,Sahakar Nagar,Mysore Road,NA,NA,NA,Personal & Car related issue,NA,NA,329,NA,0,0,0
24-07-2024,3.36.00 PM,CNR9590135968,Success,CID652106,eBike,Yeshwanthpur,Tumkur Road,105,60,NA,NA,No,NA,999,UPI,43,4.6,4.2
08-07-2024,6.08.00 PM,CNR4053893416,Success,CID708547,Auto,Vijayanagar,Rajarajeshwari Nagar,259,30,NA,NA,No,NA,283,UPI,7,3.4,3.4
18-07-2024,3.06.00 PM,CNR5706980210,Success,CID228167,eBike,Malleshwaram,Indiranagar,168,120,NA,NA,No,NA,463,Cash,15,4.4,3.6
16-07-2024,3.17.00 PM,CNR8545338624,Success,CID691224,Auto,Electronic City,JP Nagar,140,145,NA,NA,No,NA,353,UPI,7,4.7,4.9
02-07-2024,12.04.00 AM,CNR6792235623,Driver Not Found,CID439520,Prime Sedan,Devanahalli,JP Nagar,NA,NA,NA,NA,NA,NA,495,NA,0,0,0
12-07-2024,1.28.00 PM,CNR3347159067,Success,CID823164,Auto,Varthur,Kengeri,133,135,NA,NA,No,NA,292,UPI,16,4.6,3.5
06-07-2024,3.29.00 PM,CNR2200769825,Success,CID637025,Prime Plus,Mysore Road,Malleshwaram,210,25,NA,NA,No,NA,448,UPI,15,3.2,4.9
30-07-2024,2.25.00 PM,CNR8037382031,Canceled by Customer,CID440310,Prime SUV,Indiranagar,Hosur Road,NA,NA,AC is Not working,NA,NA,NA,103,NA,0,0,0
14-07-2024,2.37.00 AM,CNR8476582596,Canceled by Driver,CID687136,Auto,Richmond Town,Electronic City,NA,NA,NA,More than permitted people in there,NA,NA,186,NA,0,0,0
02-07-2024,6.30.00 AM,CNR7073850950,Success,CID880026,Auto,Vijayanagar,Langford Town,301,105,NA,NA,Yes,Customer Demand,110,Cash,3,3.7,3.6
10-07-2024,6.50.00 PM,CNR6613464835,Canceled by Customer,CID489613,Mini,Whitefield,Vijayanagar,NA,NA,Change of plans,NA,NA,NA,173,NA,0,0,0
28-07-2024,9.40.00 AM,CNR7956960667,Success,CID407740,Prime Plus,Nagarbhavi,Shivajinagar,210,105,NA,NA,No,NA,512,Cash,14,4.9,4.9
26-07-2024,6.46.00 PM,CNR3469722999,Driver Not Found,CID822937,Prime SUV,Jayanagar,Peenya,NA,NA,NA,NA,NA,NA,2005,NA,0,0,0
20-07-2024,8.46.00 AM,CNR9952584604,Success,CID184856,Bike,Hosur Road,Hennur,224,65,NA,NA,Yes,Customer Demand,238,Cash,18,4.7,4.6
27-07-2024,6.23.00 PM,CNR5433575259,Success,CID763377,Prime Sedan,Indiranagar,Langford Town,189,135,NA,NA,Yes,Vehicle Breakdown,1921,UPI,40,3.3,3.9
20-07-2024,5.13.00 AM,CNR3797151024,Driver Not Found,CID106150,Mini,KR Puram,Banashankari,NA,NA,NA,NA,NA,NA,296,NA,0,0,0
09-07-2024,9.36.00 AM,CNR1888228418,Success,CID913584,eBike,Kadugodi,Varthur,273,110,NA,NA,No,NA,499,Cash,14,4.8,3.9
23-07-2024,12.03.00 PM,CNR6094620721,Success,CID195370,Prime Plus,JP Nagar,Mysore Road,238,25,NA,NA,No,NA,525,Cash,22,4.3,4
30-07-2024,6.56.00 AM,CNR2029679396,Success,CID825106,Prime Plus,Peenya,Frazer Town,105,30,NA,NA,No,NA,308,Cash,13,4.7,3.3
05-07-2024,7.11.00 AM,CNR5108136862,Canceled by Customer,CID869726,Prime SUV,Chickpet,JP Nagar,NA,NA,Driver asked to cancel,NA,NA,NA,118,NA,0,0,0
30-07-2024,3.14.00 PM,CNR9998375791,Success,CID173858,Mini,Hosur Road,Yeshwanthpur,203,90,NA,NA,No,NA,164,UPI,33,3.6,3.8
30-07-2024,10.26.00 AM,CNR7197746515,Canceled by Driver,CID911238,Mini,Banashankari,HSR Layout,NA,NA,NA,Customer related issue,NA,NA,228,NA,0,0,0
27-07-2024,11.45.00 AM,CNR3914143185,Canceled by Customer,CID656359,Bike,Kadugodi,Chickpet,NA,NA,Change of plans,NA,NA,NA,326,NA,0,0,0
28-07-2024,7.49.00 AM,CNR4970390019,Driver Not Found,CID656067,Bike,MG Road,Sahakar Nagar,NA,NA,NA,NA,NA,NA,849,NA,0,0,0
04-07-2024,6.05.00 AM,CNR4643101961,Success,CID843965,Prime Sedan,RT Nagar,Basavanagudi,308,110,NA,NA,No,NA,678,Cash,32,4.6,3.5
04-07-2024,10.42.00 PM,CNR9462510170,Canceled by Customer,CID517686,Prime Plus,Mysore Road,Ulsoor,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,431,NA,0,0,0
04-07-2024,2.29.00 AM,CNR3791458762,Success,CID253766,Prime Sedan,Malleshwaram,Marathahalli,280,80,NA,NA,No,NA,235,UPI,13,4,3.9
20-07-2024,3.11.00 PM,CNR6755458210,Success,CID762854,Mini,Magadi Road,Richmond Town,119,110,NA,NA,No,NA,223,Cash,3,5,4.8
14-07-2024,10.17.00 PM,CNR6729349884,Success,CID901336,Prime SUV,Bellandur,Kadugodi,49,95,NA,NA,No,NA,445,Cash,48,3.2,4.7
13-07-2024,9.16.00 PM,CNR3435305950,Success,CID780659,Prime Sedan,Hulimavu,Chamarajpet,98,125,NA,NA,No,NA,601,UPI,22,3.7,3.4
17-07-2024,8.43.00 AM,CNR2586365783,Canceled by Driver,CID105655,eBike,Chamarajpet,Electronic City,NA,NA,NA,More than permitted people in there,NA,NA,198,NA,0,0,0
19-07-2024,11.17.00 PM,CNR3475649716,Canceled by Driver,CID154151,Prime Sedan,JP Nagar,Hosur Road,NA,NA,NA,Personal & Car related issue,NA,NA,358,NA,0,0,0
07-07-2024,4.50.00 PM,CNR1463816868,Success,CID517719,Prime SUV,HSR Layout,Hulimavu,189,80,NA,NA,No,NA,492,Cash,6,4.5,3.9
09-07-2024,2.29.00 AM,CNR1412682969,Success,CID763740,Prime SUV,Electronic City,Vijayanagar,231,60,NA,NA,No,NA,280,UPI,31,4.1,4.8
07-07-2024,2.53.00 AM,CNR5341551432,Canceled by Customer,CID506435,Mini,Hebbal,Koramangala,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,233,NA,0,0,0
11-07-2024,7.20.00 PM,CNR5793610952,Success,CID490677,Bike,KR Puram,JP Nagar,56,130,NA,NA,No,NA,984,Credit Card,24,3.9,3.7
03-07-2024,8.50.00 AM,CNR1072231824,Success,CID703152,Auto,Ramamurthy Nagar,JP Nagar,56,120,NA,NA,No,NA,100,Cash,7,3.5,4
15-07-2024,8.32.00 AM,CNR1799581315,Canceled by Customer,CID493145,Mini,Varthur,Peenya,NA,NA,Change of plans,NA,NA,NA,1899,NA,0,0,0
23-07-2024,6.57.00 AM,CNR9707279332,Success,CID666870,Prime Sedan,Rajarajeshwari Nagar,Hulimavu,147,55,NA,NA,No,NA,833,UPI,14,3.3,3.1
23-07-2024,12.35.00 PM,CNR2270293390,Success,CID656262,eBike,Marathahalli,Shivajinagar,133,105,NA,NA,No,NA,435,UPI,3,4.1,3
28-07-2024,6.54.00 AM,CNR3950192876,Driver Not Found,CID421288,Mini,Yelahanka,Malleshwaram,NA,NA,NA,NA,NA,NA,1703,NA,0,0,0
04-07-2024,9.00.00 PM,CNR9406709395,Success,CID139229,Auto,Ulsoor,Yeshwanthpur,196,105,NA,NA,No,NA,484,UPI,5,4,3.3
05-07-2024,10.33.00 PM,CNR8975176661,Success,CID173986,Auto,Rajarajeshwari Nagar,Sahakar Nagar,189,125,NA,NA,No,NA,680,UPI,7,3.8,3.6
21-07-2024,10.55.00 AM,CNR5071594520,Success,CID740051,Bike,KR Puram,Jayanagar,280,85,NA,NA,No,NA,229,Cash,16,3.1,3.4
10-07-2024,1.20.00 AM,CNR2377184626,Driver Not Found,CID323252,Prime Plus,Devanahalli,Banashankari,NA,NA,NA,NA,NA,NA,609,NA,0,0,0
04-07-2024,8.48.00 PM,CNR3575066041,Success,CID499436,Prime SUV,Shivajinagar,RT Nagar,301,105,NA,NA,Yes,Vehicle Breakdown,181,Credit Card,2,3.3,4.8
28-07-2024,12.22.00 PM,CNR2930589148,Success,CID732234,eBike,Kadugodi,Ulsoor,105,140,NA,NA,No,NA,717,UPI,3,4.9,3.3
17-07-2024,1.12.00 AM,CNR7831208502,Success,CID737968,Auto,RT Nagar,Cox Town,245,135,NA,NA,No,NA,262,Credit Card,12,3.5,3.7
15-07-2024,2.41.00 AM,CNR8629694130,Canceled by Driver,CID321356,Prime SUV,Electronic City,KR Puram,NA,NA,NA,Personal & Car related issue,NA,NA,158,NA,0,0,0
05-07-2024,11.51.00 PM,CNR8827885570,Success,CID521045,Prime SUV,Shantinagar,JP Nagar,63,95,NA,NA,No,NA,231,Cash,49,4.8,3.2
09-07-2024,1.36.00 PM,CNR1502301342,Success,CID545036,Bike,Chamarajpet,Peenya,119,100,NA,NA,No,NA,246,UPI,23,3.9,3.3
07-07-2024,10.52.00 PM,CNR1372123891,Canceled by Customer,CID348365,Prime SUV,Cox Town,Vijayanagar,NA,NA,Driver asked to cancel,NA,NA,NA,228,NA,0,0,0
03-07-2024,8.15.00 PM,CNR3907697108,Success,CID234494,Prime SUV,Bellandur,Hosur Road,70,70,NA,NA,No,NA,427,Cash,1,3.5,3
05-07-2024,5.47.00 PM,CNR2390405629,Success,CID686818,Mini,MG Road,Richmond Town,287,110,NA,NA,No,NA,305,Cash,37,3.2,3.3
19-07-2024,1.20.00 PM,CNR5914410116,Success,CID903819,Prime SUV,MG Road,Marathahalli,203,80,NA,NA,No,NA,270,Cash,8,4.3,4.5
03-07-2024,8.40.00 PM,CNR9545114159,Canceled by Driver,CID576096,Prime Plus,BTM Layout,Frazer Town,NA,NA,NA,Customer related issue,NA,NA,1501,NA,0,0,0
21-07-2024,10.39.00 AM,CNR4224138624,Success,CID990844,eBike,Kadugodi,Whitefield,175,35,NA,NA,No,NA,489,UPI,16,3.7,3.9
14-07-2024,11.58.00 PM,CNR5217934339,Success,CID427019,Prime SUV,Electronic City,Majestic,224,75,NA,NA,No,NA,791,UPI,21,5,3.9
16-07-2024,7.16.00 PM,CNR6744298420,Canceled by Driver,CID339373,Auto,Hebbal,Koramangala,NA,NA,NA,Customer related issue,NA,NA,400,NA,0,0,0
05-07-2024,8.54.00 AM,CNR7537935962,Success,CID200131,eBike,Shantinagar,Hebbal,63,100,NA,NA,Yes,Customer Demand,460,UPI,4,3.6,3.7
26-07-2024,4.01.00 PM,CNR6035356524,Canceled by Driver,CID375929,Auto,Rajarajeshwari Nagar,Koramangala,NA,NA,NA,Customer related issue,NA,NA,354,NA,0,0,0
20-07-2024,4.43.00 PM,CNR4079474864,Success,CID197349,Prime Sedan,Peenya,Varthur,140,90,NA,NA,No,NA,2047,UPI,29,3,3.7
24-07-2024,3.31.00 AM,CNR4597527178,Canceled by Driver,CID768687,Prime Plus,Ramamurthy Nagar,Ramamurthy Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,418,NA,0,0,0
19-07-2024,3.58.00 AM,CNR1983010766,Success,CID811508,Prime Plus,Whitefield,Indiranagar,147,50,NA,NA,No,NA,2655,UPI,26,3.3,4.5
02-07-2024,5.11.00 PM,CNR4517742155,Canceled by Driver,CID137387,Prime Plus,KR Puram,Hosur Road,NA,NA,NA,More than permitted people in there,NA,NA,364,NA,0,0,0
11-07-2024,8.02.00 AM,CNR4679441912,Success,CID501578,Bike,JP Nagar,Shivajinagar,224,130,NA,NA,No,NA,2655,Cash,4,3.1,4.4
10-07-2024,1.13.00 AM,CNR1076402213,Success,CID133857,Mini,Kengeri,JP Nagar,140,50,NA,NA,No,NA,828,Cash,34,4.1,4.8
22-07-2024,5.10.00 PM,CNR6208623380,Success,CID612908,eBike,Chickpet,Indiranagar,217,35,NA,NA,No,NA,276,UPI,34,4.4,4.1
13-07-2024,10.21.00 PM,CNR3629707818,Canceled by Customer,CID176370,eBike,Hulimavu,Majestic,NA,NA,Driver asked to cancel,NA,NA,NA,2712,NA,0,0,0
02-07-2024,7.02.00 AM,CNR5856350738,Success,CID362252,Prime SUV,MG Road,Hebbal,217,115,NA,NA,No,NA,379,Cash,30,4.7,4.5
02-07-2024,2.35.00 AM,CNR2780804227,Driver Not Found,CID211065,Prime SUV,Hebbal,Vijayanagar,NA,NA,NA,NA,NA,NA,316,NA,0,0,0
14-07-2024,3.32.00 AM,CNR7556753006,Canceled by Customer,CID898523,Mini,Langford Town,KR Puram,NA,NA,AC is Not working,NA,NA,NA,303,NA,0,0,0
13-07-2024,12.32.00 AM,CNR2722435581,Success,CID877036,Mini,Padmanabhanagar,Malleshwaram,98,55,NA,NA,Yes,Vehicle Breakdown,323,UPI,14,4.2,4.5
29-07-2024,11.19.00 AM,CNR9290227906,Canceled by Driver,CID753312,Prime Sedan,Vijayanagar,Ramamurthy Nagar,NA,NA,NA,Customer related issue,NA,NA,840,NA,0,0,0
16-07-2024,6.09.00 PM,CNR1347489072,Success,CID285104,eBike,Hennur,Hosur Road,273,55,NA,NA,No,NA,676,UPI,8,3.6,3.9
17-07-2024,8.57.00 PM,CNR7720291436,Success,CID133774,Prime SUV,Shantinagar,Chamarajpet,252,95,NA,NA,No,NA,387,Cash,19,4.4,4.8
27-07-2024,5.14.00 PM,CNR6838162057,Success,CID662763,Prime Plus,Ulsoor,BTM Layout,273,130,NA,NA,No,NA,349,UPI,6,4.9,4
04-07-2024,8.13.00 PM,CNR6166016638,Canceled by Customer,CID662385,Prime SUV,Sahakar Nagar,BTM Layout,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,743,NA,0,0,0
16-07-2024,10.17.00 AM,CNR8406580820,Success,CID649349,Auto,Banashankari,Yeshwanthpur,245,55,NA,NA,No,NA,173,Cash,17,4.3,4.6
29-07-2024,8.28.00 AM,CNR5947910660,Success,CID422131,Auto,Rajajinagar,HSR Layout,287,120,NA,NA,No,NA,105,UPI,13,4.5,3.5
12-07-2024,9.52.00 AM,CNR8113882660,Success,CID445833,Prime SUV,JP Nagar,Yeshwanthpur,42,30,NA,NA,No,NA,552,Cash,5,4.5,3.8
03-07-2024,7.09.00 AM,CNR3789535898,Canceled by Driver,CID526348,Mini,Marathahalli,Marathahalli,NA,NA,NA,Customer was coughing/sick,NA,NA,313,NA,0,0,0
10-07-2024,5.06.00 PM,CNR9181242940,Canceled by Customer,CID363462,Mini,Hebbal,Peenya,NA,NA,AC is Not working,NA,NA,NA,424,NA,0,0,0
12-07-2024,8.10.00 PM,CNR6438361240,Success,CID552719,Auto,Richmond Town,Banashankari,308,130,NA,NA,No,NA,493,UPI,7,3.8,4.7
17-07-2024,10.08.00 AM,CNR8478583704,Canceled by Driver,CID176945,Prime SUV,Frazer Town,RT Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,394,NA,0,0,0
23-07-2024,8.25.00 AM,CNR5495479048,Success,CID497169,Auto,Sarjapur Road,Basavanagudi,77,100,NA,NA,Yes,Other Issue,2890,Cash,7,4.1,4.5
10-07-2024,3.59.00 AM,CNR1747667235,Canceled by Driver,CID972016,Prime Sedan,Bannerghatta Road,Frazer Town,NA,NA,NA,Personal & Car related issue,NA,NA,135,NA,0,0,0
25-07-2024,3.46.00 PM,CNR8742059228,Canceled by Driver,CID912775,eBike,Langford Town,Padmanabhanagar,NA,NA,NA,More than permitted people in there,NA,NA,179,NA,0,0,0
30-07-2024,12.24.00 PM,CNR2249500651,Success,CID195665,Prime SUV,Tumkur Road,Frazer Town,63,40,NA,NA,No,NA,280,Cash,20,4.5,4.8
29-07-2024,3.02.00 PM,CNR3015771885,Success,CID918718,Prime SUV,Vijayanagar,Hulimavu,77,75,NA,NA,No,NA,354,Cash,24,4.6,4.1
14-07-2024,11.05.00 AM,CNR9742204042,Success,CID292149,Prime Sedan,Shivajinagar,Yeshwanthpur,301,135,NA,NA,No,NA,439,Cash,44,4.4,4.8
20-07-2024,1.28.00 PM,CNR5414088243,Driver Not Found,CID993758,Auto,Banashankari,Nagarbhavi,NA,NA,NA,NA,NA,NA,645,NA,0,0,0
28-07-2024,4.28.00 PM,CNR5897488662,Success,CID352984,Auto,Bannerghatta Road,Shantinagar,189,85,NA,NA,No,NA,264,Cash,4,3.6,3.4
23-07-2024,12.13.00 AM,CNR8097977794,Success,CID789728,Auto,Kadugodi,Electronic City,119,100,NA,NA,No,NA,445,Cash,15,3.9,4.7
05-07-2024,11.19.00 AM,CNR7665734704,Success,CID921378,Prime Plus,Mysore Road,Padmanabhanagar,84,95,NA,NA,No,NA,399,Cash,26,4.4,4
20-07-2024,1.04.00 PM,CNR3295803854,Success,CID835843,Prime Plus,Indiranagar,Kammanahalli,112,100,NA,NA,No,NA,496,UPI,33,5,4.9
12-07-2024,6.15.00 AM,CNR1857015366,Driver Not Found,CID673441,Auto,Cox Town,Chamarajpet,NA,NA,NA,NA,NA,NA,872,NA,0,0,0
29-07-2024,6.54.00 PM,CNR6533526552,Canceled by Customer,CID221628,Auto,Yelahanka,Ulsoor,NA,NA,Driver asked to cancel,NA,NA,NA,346,NA,0,0,0
30-07-2024,3.50.00 PM,CNR4196099018,Driver Not Found,CID850806,Auto,Cox Town,Peenya,NA,NA,NA,NA,NA,NA,387,NA,0,0,0
05-07-2024,10.10.00 PM,CNR6151870263,Driver Not Found,CID807991,Prime Plus,Shantinagar,Shantinagar,NA,NA,NA,NA,NA,NA,247,NA,0,0,0
23-07-2024,10.58.00 PM,CNR4877674130,Success,CID108174,Auto,RT Nagar,Rajarajeshwari Nagar,175,25,NA,NA,No,NA,767,UPI,8,4.3,4.5
17-07-2024,9.12.00 PM,CNR3535977567,Success,CID310505,Prime Sedan,Kammanahalli,Yeshwanthpur,168,25,NA,NA,No,NA,203,UPI,24,4.4,3.3
26-07-2024,7.08.00 AM,CNR9380992083,Success,CID599667,Prime Sedan,Banashankari,Koramangala,203,125,NA,NA,No,NA,658,UPI,45,3.5,4.9
22-07-2024,9.18.00 PM,CNR2409982110,Success,CID949960,Auto,RT Nagar,Hennur,252,25,NA,NA,No,NA,366,Cash,8,4.1,3.4
05-07-2024,5.50.00 AM,CNR1744423480,Canceled by Customer,CID759125,Bike,Indiranagar,Rajarajeshwari Nagar,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,229,NA,0,0,0
09-07-2024,1.51.00 AM,CNR8089487405,Success,CID921577,Prime Sedan,Ulsoor,Varthur,168,75,NA,NA,No,NA,319,Cash,22,3.2,4
07-07-2024,8.26.00 AM,CNR9791595498,Canceled by Customer,CID144808,Mini,Padmanabhanagar,Nagarbhavi,NA,NA,Driver asked to cancel,NA,NA,NA,415,NA,0,0,0
23-07-2024,2.50.00 PM,CNR3216137549,Success,CID605790,Prime SUV,Langford Town,Whitefield,119,90,NA,NA,No,NA,775,Cash,23,4.2,3.3
09-07-2024,2.52.00 AM,CNR7433975344,Success,CID102370,Auto,Shivajinagar,Chickpet,98,65,NA,NA,No,NA,396,UPI,18,3.6,3.4
16-07-2024,7.34.00 PM,CNR2752149819,Success,CID868307,Mini,Ulsoor,Chamarajpet,280,110,NA,NA,No,NA,411,Debit Card,44,3,3.9
07-07-2024,12.15.00 AM,CNR7450856558,Success,CID121389,Prime Sedan,Chickpet,Electronic City,266,40,NA,NA,No,NA,168,Cash,31,4.9,4.7
13-07-2024,5.26.00 AM,CNR7687168562,Canceled by Customer,CID291794,Prime Plus,RT Nagar,Hulimavu,NA,NA,Driver asked to cancel,NA,NA,NA,499,NA,0,0,0
18-07-2024,5.08.00 PM,CNR2616039565,Canceled by Customer,CID880418,Prime Sedan,Kengeri,Peenya,NA,NA,Wrong Address,NA,NA,NA,342,NA,0,0,0
16-07-2024,10.44.00 AM,CNR9013990430,Success,CID293024,Prime Plus,Shantinagar,Frazer Town,301,60,NA,NA,No,NA,460,Cash,33,4.8,4.9
25-07-2024,9.02.00 PM,CNR6403693064,Driver Not Found,CID119823,Auto,Hebbal,Richmond Town,NA,NA,NA,NA,NA,NA,812,NA,0,0,0
08-07-2024,5.08.00 AM,CNR7512638761,Canceled by Driver,CID301991,Prime Plus,Chamarajpet,Devanahalli,NA,NA,NA,More than permitted people in there,NA,NA,651,NA,0,0,0
01-07-2024,11.47.00 AM,CNR9577062720,Success,CID192204,Prime Sedan,BTM Layout,Chamarajpet,63,40,NA,NA,No,NA,217,Cash,18,3.7,4.2
24-07-2024,10.04.00 AM,CNR3021914528,Canceled by Driver,CID308808,eBike,Padmanabhanagar,Rajarajeshwari Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,252,NA,0,0,0
03-07-2024,1.10.00 PM,CNR9495436958,Success,CID946290,Prime Plus,Cox Town,Shantinagar,119,105,NA,NA,No,NA,790,Cash,23,3.5,3.8
04-07-2024,7.07.00 PM,CNR6179732934,Driver Not Found,CID692565,Prime Plus,Kammanahalli,Vijayanagar,NA,NA,NA,NA,NA,NA,285,NA,0,0,0
30-07-2024,12.03.00 PM,CNR1525361077,Success,CID911746,Prime Sedan,Bannerghatta Road,Hulimavu,294,140,NA,NA,No,NA,2509,UPI,10,4.7,4.5
01-07-2024,3.07.00 AM,CNR1647637548,Success,CID801387,Mini,Shivajinagar,Peenya,49,75,NA,NA,No,NA,615,UPI,1,4.2,4.9
24-07-2024,6.28.00 PM,CNR4195153311,Success,CID139167,Prime Sedan,Ulsoor,Majestic,238,75,NA,NA,No,NA,237,UPI,38,5,3.4
10-07-2024,7.37.00 AM,CNR4827484325,Driver Not Found,CID854470,Bike,Peenya,Chickpet,NA,NA,NA,NA,NA,NA,356,NA,0,0,0
10-07-2024,9.35.00 PM,CNR8000993482,Success,CID855897,Prime SUV,Frazer Town,Ramamurthy Nagar,266,40,NA,NA,No,NA,1835,Credit Card,37,3.6,4.8
16-07-2024,1.54.00 PM,CNR2588489711,Success,CID271119,Prime Sedan,Hebbal,Bannerghatta Road,231,75,NA,NA,No,NA,1065,UPI,40,3.4,4.1
10-07-2024,8.32.00 AM,CNR5234253257,Success,CID702250,Prime SUV,Basavanagudi,Chamarajpet,77,135,NA,NA,No,NA,393,UPI,22,3.3,4.3
18-07-2024,1.15.00 AM,CNR2564639381,Canceled by Driver,CID916466,Auto,Nagarbhavi,RT Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,495,NA,0,0,0
05-07-2024,5.11.00 PM,CNR4011678024,Canceled by Customer,CID283251,Mini,Tumkur Road,Sarjapur Road,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,390,NA,0,0,0
15-07-2024,4.48.00 PM,CNR9128487422,Driver Not Found,CID287874,Prime SUV,RT Nagar,Hosur Road,NA,NA,NA,NA,NA,NA,237,NA,0,0,0
26-07-2024,9.25.00 AM,CNR5276752307,Canceled by Driver,CID893272,Prime Plus,Ulsoor,Hennur,NA,NA,NA,Personal & Car related issue,NA,NA,752,NA,0,0,0
29-07-2024,3.41.00 AM,CNR9371669050,Success,CID686863,eBike,Cox Town,Langford Town,231,90,NA,NA,No,NA,256,UPI,32,3.9,4.4
05-07-2024,4.08.00 PM,CNR4457088806,Success,CID263437,Mini,Chickpet,Electronic City,42,40,NA,NA,No,NA,309,Cash,24,4,3.6
04-07-2024,10.11.00 PM,CNR4354062360,Canceled by Driver,CID505113,Mini,RT Nagar,Peenya,NA,NA,NA,Personal & Car related issue,NA,NA,782,NA,0,0,0
08-07-2024,4.35.00 PM,CNR6491123218,Canceled by Driver,CID987117,Prime Sedan,Varthur,Indiranagar,NA,NA,NA,Personal & Car related issue,NA,NA,208,NA,0,0,0
03-07-2024,3.58.00 AM,CNR8467747572,Canceled by Customer,CID359528,Mini,Mysore Road,Mysore Road,NA,NA,AC is Not working,NA,NA,NA,567,NA,0,0,0
26-07-2024,9.54.00 PM,CNR6809456544,Success,CID360773,Auto,Tumkur Road,Padmanabhanagar,84,125,NA,NA,No,NA,228,Cash,13,3.7,4.6
20-07-2024,3.56.00 AM,CNR1862612151,Success,CID847056,Prime Sedan,Kengeri,Mysore Road,301,60,NA,NA,No,NA,364,Credit Card,5,4,4.8
04-07-2024,4.33.00 AM,CNR3686926291,Success,CID868427,eBike,Ramamurthy Nagar,MG Road,56,45,NA,NA,No,NA,2944,Cash,3,4.6,4.8
14-07-2024,10.04.00 AM,CNR5872044172,Success,CID808072,Prime Plus,Kengeri,Whitefield,77,80,NA,NA,No,NA,412,Cash,9,4.8,4.5
15-07-2024,7.52.00 AM,CNR8328108729,Success,CID812644,Mini,Peenya,Basavanagudi,35,90,NA,NA,No,NA,216,Cash,17,4.5,3.4
01-07-2024,2.13.00 AM,CNR5988079650,Driver Not Found,CID360385,Prime Plus,JP Nagar,Ulsoor,NA,NA,NA,NA,NA,NA,2143,NA,0,0,0
07-07-2024,4.55.00 AM,CNR3276138022,Canceled by Driver,CID924057,Prime Sedan,Magadi Road,Yeshwanthpur,NA,NA,NA,Customer was coughing/sick,NA,NA,172,NA,0,0,0
11-07-2024,5.35.00 PM,CNR3958098786,Success,CID685088,Prime Plus,Kadugodi,Sahakar Nagar,119,130,NA,NA,No,NA,2429,Cash,33,3.9,3.1
04-07-2024,6.01.00 PM,CNR1816364514,Success,CID953810,Auto,Varthur,Marathahalli,91,30,NA,NA,No,NA,809,UPI,1,3.9,3.4
11-07-2024,9.55.00 AM,CNR2849784490,Success,CID760035,Auto,Ulsoor,Rajarajeshwari Nagar,210,85,NA,NA,No,NA,451,UPI,4,3.2,3.6
03-07-2024,8.03.00 PM,CNR6972748438,Success,CID554381,Prime SUV,Vijayanagar,Majestic,280,50,NA,NA,No,NA,133,UPI,21,4.1,5
09-07-2024,9.04.00 AM,CNR1791648324,Canceled by Driver,CID663767,Prime Sedan,Koramangala,Rajajinagar,NA,NA,NA,Personal & Car related issue,NA,NA,367,NA,0,0,0
